order,url,name,description,star
1649851879-2488,https://github.com/search?l=Java&o=desc&p=29&q=in%3Adescription+microservice&s=stars&type=Repositories,cescoffier/vertx-microservices-examples,Vert.x Microservices examples,28
1649851868-2446,https://github.com/search?l=Java&o=desc&p=33&q=in%3Adescription+microservice&s=stars&type=Repositories,VaughnVernon/mockroservices-java,Toolkit for creating microservices in a multi-project test environment using mock distributed mechanisms.,24
1649851925-2648,https://github.com/search?l=Java&o=desc&p=13&q=in%3Adescription+microservice&s=stars&type=Repositories,jhipster/jhipster-lite,"JHipster Lite ? is a development platform to generate, develop & deploy modern web applications & microservice archit…",102
1649851710-1908,https://github.com/search?l=Java&o=desc&p=87&q=in%3Adescription+microservice&s=stars&type=Repositories,wenqiglantz/theater-service-dapr,"Spring Boot microservice to demo integration with Dapr for event-driven, Pact for consumer-driven contract testing, L…",5
1649851805-2224,https://github.com/search?l=Java&o=desc&p=55&q=in%3Adescription+microservice&s=stars&type=Repositories,itsoulltd/WebComponentKit,"A handy toolkit for writing microservice apps and their client in java based platform e.g. android apps, other-micros…",11
1649851757-2065,https://github.com/search?l=Java&o=desc&p=71&q=in%3Adescription+microservice&s=stars&type=Repositories,luocongqiu/spring-cloud-example,microservice example,6
1649851925-2642,https://github.com/search?l=Java&o=desc&p=13&q=in%3Adescription+microservice&s=stars&type=Repositories,sivaprasadreddy/generator-springboot,A Yeoman generator for generating Microservice with SpringBoot,108
1649851733-1980,https://github.com/search?l=Java&o=desc&p=79&q=in%3Adescription+microservice&s=stars&type=Repositories,echocat/tomcat-json-logging,Extension to Tomcat logging that will format the contents as JSON to be better compatible with logging environments for,6
1649851801-2210,https://github.com/search?l=Java&o=desc&p=56&q=in%3Adescription+microservice&s=stars&type=Repositories,greenlearner01/ApiGateway,API gateway in microservices architecture,10
1649851908-2587,https://github.com/search?l=Java&o=desc&p=19&q=in%3Adescription+microservice&s=stars&type=Repositories,relvaner/actor4j-core,Actor4j is an actor-oriented Java framework. Useful for building lightweighted microservices (these are the actors th…,52
1649851757-2069,https://github.com/search?l=Java&o=desc&p=71&q=in%3Adescription+microservice&s=stars&type=Repositories,hackforla/calendaring-service,Calendaring Microservice,6
1649851908-2588,https://github.com/search?l=Java&o=desc&p=19&q=in%3Adescription+microservice&s=stars&type=Repositories,imrenagi/microservice-skeleton,Microservice skeleton built in Spring Cloud.,51
1649851744-2020,https://github.com/search?l=Java&o=desc&p=75&q=in%3Adescription+microservice&s=stars&type=Repositories,wallaceroque/microservices-spring-cloud-elk,Project based on project https://github.com/piomin/sample-spring-microservices/tree/logstash for test microservices e…,6
1649851865-2430,https://github.com/search?l=Java&o=desc&p=34&q=in%3Adescription+microservice&s=stars&type=Repositories,tillias/microservice-catalog,Microservice Catalog App,23
1649851851-2386,https://github.com/search?l=Java&o=desc&p=39&q=in%3Adescription+microservice&s=stars&type=Repositories,ivargrimstad/snoopee,SnoopEE - The Lean Microservice Framework for Java EE,18
1649851825-2293,https://github.com/search?l=Java&o=desc&p=48&q=in%3Adescription+microservice&s=stars&type=Repositories,PacktPublishing/Hands-On-Microservices-with-Spring-Boot-2.0,Hands-On Microservices with Spring Boot 2.0 [video] by Packt Publishing,13
1649851678-1791,https://github.com/search?l=Java&o=desc&p=98&q=in%3Adescription+microservice&s=stars&type=Repositories,fischermatte/bookstore,"A 'bootiful' bookstore, implemented with microservices",4
1649851939-2694,https://github.com/search?l=Java&o=desc&p=8&q=in%3Adescription+microservice&s=stars&type=Repositories,idugalic/micro-ecommerce,"Rest-full, distributed, ecommerce application. Microservices. Docker.",260
1649851862-2423,https://github.com/search?l=Java&o=desc&p=35&q=in%3Adescription+microservice&s=stars&type=Repositories,crctraining/customers-accounts-and-money-transfers,One of the example applications used in Chris Richardson's microservices training class,22
1649851792-2180,https://github.com/search?l=Java&o=desc&p=59&q=in%3Adescription+microservice&s=stars&type=Repositories,AdeptJ/adeptj-runtime,"High performance, dynamic, modular runtime for RESTful APIs, MicroServices and WebApps.",10
1649851888-2517,https://github.com/search?l=Java&o=desc&p=26&q=in%3Adescription+microservice&s=stars&type=Repositories,agoncal/baking-microservice-pie,This is the code of the demos for the "Baking a Microservice Pie" talk given by @radcortez and @agoncal,34
1649851718-1932,https://github.com/search?l=Java&o=desc&p=84&q=in%3Adescription+microservice&s=stars&type=Repositories,diogoaltoe/android-microservices,Android app consuming a Microservices with Spring Cloud,5
1649851748-2036,https://github.com/search?l=Java&o=desc&p=74&q=in%3Adescription+microservice&s=stars&type=Repositories,rbarbioni/spring-boot-microservices-docker,Spring-Boot Microservices Reactive Application with MongoDB and Docker container,6
1649851787-2166,https://github.com/search?l=Java&o=desc&p=61&q=in%3Adescription+microservice&s=stars&type=Repositories,Kirill5k/order-management-system,A Spring Boot reactive event-driven microservice-based order management system,9
1649851848-2376,https://github.com/search?l=Java&o=desc&p=40&q=in%3Adescription+microservice&s=stars&type=Repositories,redhat-helloworld-msa/hola,Microservice using Java JAX-RS on Thorntail/Microprofile,17
1649851754-2054,https://github.com/search?l=Java&o=desc&p=72&q=in%3Adescription+microservice&s=stars&type=Repositories,masgari/microservices-sample,Ratpack based microservices sample,6
1649851792-2188,https://github.com/search?l=Java&o=desc&p=59&q=in%3Adescription+microservice&s=stars&type=Repositories,sanjeeb-talukdar/microservices-complete-example,Complete Microservices Example Code,9
1649851936-2687,https://github.com/search?l=Java&o=desc&p=9&q=in%3Adescription+microservice&s=stars&type=Repositories,odrotbohm/rest-microservices,Sample for Spring Boot based REST microservices,189
1649851933-2672,https://github.com/search?l=Java&o=desc&p=10&q=in%3Adescription+microservice&s=stars&type=Repositories,yidongnan/spring-cloud-consul-example,spring-cloud-consul-example is an example for microservices system,175
1649851862-2425,https://github.com/search?l=Java&o=desc&p=35&q=in%3Adescription+microservice&s=stars&type=Repositories,lynx-r/tictactoe-microservices-example,An example of Spring Cloud Microservices application based on books (see Links section),22
1649851862-2424,https://github.com/search?l=Java&o=desc&p=35&q=in%3Adescription+microservice&s=stars&type=Repositories,gunnarmorling/quarkus-pdf-extract,Quarkus-based microservice to extract text from PDF files,22
1649851760-2077,https://github.com/search?l=Java&o=desc&p=70&q=in%3Adescription+microservice&s=stars&type=Repositories,mikegehard/userManagementEvolution,This is an example repository that demonstrates the evolution of a "large" application from one application with comp…,7
1649851905-2571,https://github.com/search?l=Java&o=desc&p=20&q=in%3Adescription+microservice&s=stars&type=Repositories,akka/akka-platform-guide,Examples how to implement Microservices using Akka,50
1649851919-2626,https://github.com/search?l=Java&o=desc&p=15&q=in%3Adescription+microservice&s=stars&type=Repositories,eiselems/spring-boot-microservices,This repo is part of a tutorial about writing microservices using Spring Boot,84
1649851704-1882,https://github.com/search?l=Java&o=desc&p=89&q=in%3Adescription+microservice&s=stars&type=Repositories,kubAretip/spring-micro-websocket-chat,Microservice chat application. Based on Spring Cloud / Netflix / Java / Docker / Docker Compose / Webflux / JWT / Rab…,5
1649851771-2114,https://github.com/search?l=Java&o=desc&p=66&q=in%3Adescription+microservice&s=stars&type=Repositories,abdennebi-archives/playground,Sample cloud-native application composed of microservices showcasing Kubernetes and Istio.,8
1649851721-1945,https://github.com/search?l=Java&o=desc&p=83&q=in%3Adescription+microservice&s=stars&type=Repositories,orcas-elite/Microservice-Fault-Injection,Pattern-based fault injection for microservices,5
1649851707-1890,https://github.com/search?l=Java&o=desc&p=88&q=in%3Adescription+microservice&s=stars&type=Repositories,amrityam/spring-boot-reactjs-kubernetes,"This is a sample project to demonstrate how to develop and deploy Spring Boot, React and MongoDB microservice based a…",5
1649851710-1905,https://github.com/search?l=Java&o=desc&p=87&q=in%3Adescription+microservice&s=stars&type=Repositories,NatLibFi/mauiservice,REST microservice wrapper for Maui automated indexing tool,5
1649851696-1853,https://github.com/search?l=Java&o=desc&p=92&q=in%3Adescription+microservice&s=stars&type=Repositories,CarlosFabianG/beer-inventory,Microservice with spring boot,4
1649851727-1965,https://github.com/search?l=Java&o=desc&p=81&q=in%3Adescription+microservice&s=stars&type=Repositories,sitewhere/sitewhere-grpc-api,APIs for interacting with SiteWhere microservices via gRPC,5
1649851678-1797,https://github.com/search?l=Java&o=desc&p=98&q=in%3Adescription+microservice&s=stars&type=Repositories,quebic-source/puppy-io,puppy-io is a java framework.It provides easy way for developing reactive microservice systems on the jvm.,4
1649851891-2529,https://github.com/search?l=Java&o=desc&p=25&q=in%3Adescription+microservice&s=stars&type=Repositories,PacktPublishing/Mastering-Microservices-with-Java-9-Second-Edition,"Mastering Microservices with Java 9 – Second Edition, published by Packt",35
1649851777-2136,https://github.com/search?l=Java&o=desc&p=64&q=in%3Adescription+microservice&s=stars&type=Repositories,trajano/app-ms,"Microservices based application stack using Vert.X, Resteasy and Spring-boot",8
1649851933-2677,https://github.com/search?l=Java&o=desc&p=10&q=in%3Adescription+microservice&s=stars&type=Repositories,ewolff/microservice-istio,Example for a microservices system based in Kubernetes and the service mesh Istio,161
1649851738-2000,https://github.com/search?l=Java&o=desc&p=77&q=in%3Adescription+microservice&s=stars&type=Repositories,mertaksu/auth-server,Authentication & Authorization server for microservices,6
1649851950-2732,https://github.com/search?l=Java&o=desc&p=4&q=in%3Adescription+microservice&s=stars&type=Repositories,yacy/yacy_grid_crawler,Crawler Microservice for the YaCy Grid,638
1649851710-1903,https://github.com/search?l=Java&o=desc&p=87&q=in%3Adescription+microservice&s=stars&type=Repositories,agritsik/maven-archetype-javaee7-micro,Maven archetype for Java EE 7 microservices-based application,5
1649851727-1962,https://github.com/search?l=Java&o=desc&p=81&q=in%3Adescription+microservice&s=stars&type=Repositories,soltean/microservices,Microservices with Eventuate,5
1649851798-2202,https://github.com/search?l=Java&o=desc&p=57&q=in%3Adescription+microservice&s=stars&type=Repositories,digitalsonic/practical-java-microservices,Demo projects for Java Microservices presentation,10
1649851956-2756,https://github.com/search?l=Java&o=desc&p=2&q=in%3Adescription+microservice&s=stars&type=Repositories,berndruecker/flowing-retail,Sample application demonstrating an order fulfillment system decomposed into multiple independant components (e.g. mi…,1.2k
1649851817-2264,https://github.com/search?l=Java&o=desc&p=51&q=in%3Adescription+microservice&s=stars&type=Repositories,BarathArivazhagan/spring-cloud-gateway-routing,This project demonstrates the usage of API gateway between microservices using spring cloud gateway,12
1649851916-2617,https://github.com/search?l=Java&o=desc&p=16&q=in%3Adescription+microservice&s=stars&type=Repositories,fredgeorge/microservice_workshop,"Material (setup, sample services, etc) for MicroService Workshop",72
1649851848-2379,https://github.com/search?l=Java&o=desc&p=40&q=in%3Adescription+microservice&s=stars&type=Repositories,oktadev/okta-microservice-security-examples,Demos from Oktane18: API and Microservices Best Practices,17
1649851777-2139,https://github.com/search?l=Java&o=desc&p=64&q=in%3Adescription+microservice&s=stars&type=Repositories,PharosProduction/tutorial-vertx-microservices-java,Tutorial project on making two Vert.x microservices talk to each other. You can find the corresponded article in our …,8
1649851947-2720,https://github.com/search?l=Java&o=desc&p=5&q=in%3Adescription+microservice&s=stars&type=Repositories,arun-gupta/microservices,Java EE and Microservices,597
1649851905-2577,https://github.com/search?l=Java&o=desc&p=20&q=in%3Adescription+microservice&s=stars&type=Repositories,engagingspaces/vertx-graphql-service-discovery,Service discovery and querying of GraphQL schema's in Vert.x based microservices,50
1649851862-2428,https://github.com/search?l=Java&o=desc&p=35&q=in%3Adescription+microservice&s=stars&type=Repositories,kgshukla/Realtime-Streaming-DataMicroservices-AppMicroservices,"IoT use case demonstrated using data micorservices (Spring Cloud Data Flow) and application microservices, both runni…",22
1649851754-2059,https://github.com/search?l=Java&o=desc&p=72&q=in%3Adescription+microservice&s=stars&type=Repositories,macula-projects/macula-framework,A Java & Microservice framework based Spring Boot and Spring Cloud,6
1649851893-2531,https://github.com/search?l=Java&o=desc&p=24&q=in%3Adescription+microservice&s=stars&type=Repositories,piomin/sample-vertx-microservices,"Two applications in different branches illustrates how to create asynchronous microservices with Vert.x, Consul and M…",40
1649851825-2297,https://github.com/search?l=Java&o=desc&p=48&q=in%3Adescription+microservice&s=stars&type=Repositories,PacktPublishing/Hands-On-Cloud-Native-Microservices-with-Jakarta-EE,"Hands-On Cloud Native Microservices with Jakarta EE, published by Packt",13
1649851842-2353,https://github.com/search?l=Java&o=desc&p=42&q=in%3Adescription+microservice&s=stars&type=Repositories,tsarenkotxt/microservices,"Microservices Docker & Spring Boot & Cassandra & ZooKeeper & Kafka, REST API (Pet project)",16
1649851704-1887,https://github.com/search?l=Java&o=desc&p=89&q=in%3Adescription+microservice&s=stars&type=Repositories,fankandin/cooking-app-endpoint,Cooking App is a microservice based application to serve as a household database of recipes. This repository is the R…,5
1649851925-2643,https://github.com/search?l=Java&o=desc&p=13&q=in%3Adescription+microservice&s=stars&type=Repositories,hammock-project/hammock,CDI Based Microservices,107
1649851733-1987,https://github.com/search?l=Java&o=desc&p=79&q=in%3Adescription+microservice&s=stars&type=Repositories,julianazanelatto/s3withspring,"Using spring-boot this project gives the first contact with microservices, implementing the creation of a bucket in A…",6
1649851836-2332,https://github.com/search?l=Java&o=desc&p=44&q=in%3Adescription+microservice&s=stars&type=Repositories,jaggerwang/spring-cloud-in-practice,A starter project for spring cloud microservice application.,15
1649851751-2044,https://github.com/search?l=Java&o=desc&p=73&q=in%3Adescription+microservice&s=stars&type=Repositories,robcrowley/microservices-pact-demo,Spring Boot Microservices with Pact JVM and Pact Broker integration,6
1649851845-2361,https://github.com/search?l=Java&o=desc&p=41&q=in%3Adescription+microservice&s=stars&type=Repositories,YogenRaii/kraker-info,Microservices based project to extract the information from the user data from different sources.,17
1649851787-2164,https://github.com/search?l=Java&o=desc&p=61&q=in%3Adescription+microservice&s=stars&type=Repositories,benwilcock/spring-cloud-dataflow-demo,Demonstration of streaming applications using Spring Cloud Data Flow with microservices written in Spring Cloud Stream.,9
1649851690-1832,https://github.com/search?l=Java&o=desc&p=94&q=in%3Adescription+microservice&s=stars&type=Repositories,chidov/microservice-testing,POC of Consumer Drive Contract Testing with microservices using Spring Cloud Contract,4
1649851699-1868,https://github.com/search?l=Java&o=desc&p=91&q=in%3Adescription+microservice&s=stars&type=Repositories,tetrapods/core,A microservice platform for java 1.8,4
1649851701-1873,https://github.com/search?l=Java&o=desc&p=90&q=in%3Adescription+microservice&s=stars&type=Repositories,amollimaye/microservices-ecommerce,A microservices architecture demo for ecommerce website,4
1649851839-2347,https://github.com/search?l=Java&o=desc&p=43&q=in%3Adescription+microservice&s=stars&type=Repositories,geoand/spring-cloud-microservice-example,An example project that demonstrates an end-to-end cloud-native platform using Spring Cloud for building a practical m…,15
1649851908-2581,https://github.com/search?l=Java&o=desc&p=19&q=in%3Adescription+microservice&s=stars&type=Repositories,making/spring-socks,A bad microservices (Spring Version of https://microservices-demo.github.io),54
1649851831-2315,https://github.com/search?l=Java&o=desc&p=46&q=in%3Adescription+microservice&s=stars&type=Repositories,kamranzafar/rest-auth-proxy,Java based restful ldap-authentication microservice,14
1649851862-2420,https://github.com/search?l=Java&o=desc&p=35&q=in%3Adescription+microservice&s=stars&type=Repositories,Yenchu/microservices-demo,Using Spring Cloud to develop microservices and deploy to Kubernetes,22
1649851741-2015,https://github.com/search?l=Java&o=desc&p=76&q=in%3Adescription+microservice&s=stars&type=Repositories,soundvibe/reacto,Functional reactive microservices for the JVM. Uses Observables for composing event streams.,6
1649851792-2186,https://github.com/search?l=Java&o=desc&p=59&q=in%3Adescription+microservice&s=stars&type=Repositories,mokeychan/spring-cloud-microservices,microservices ?? by springcloud,9
1649851713-1914,https://github.com/search?l=Java&o=desc&p=86&q=in%3Adescription+microservice&s=stars&type=Repositories,ngayngo9x/q-thrift,"Q-Microservice: Utilities of microservice: thrift pool client, service discovery (client side - zookeeper)",5
1649851899-2555,https://github.com/search?l=Java&o=desc&p=22&q=in%3Adescription+microservice&s=stars&type=Repositories,ehabqadah/spring-boot-microservices-best-practices,Best Practices for Developing Rest-Based Microservices with Spring-Boot,44
1649851919-2620,https://github.com/search?l=Java&o=desc&p=15&q=in%3Adescription+microservice&s=stars&type=Repositories,steventong/simple-microservices,microservices based on spring boot & spring cloud,88
1649851888-2519,https://github.com/search?l=Java&o=desc&p=26&q=in%3Adescription+microservice&s=stars&type=Repositories,microservices-demo/carts,Carts service for microservices-demo application,32
1649851911-2591,https://github.com/search?l=Java&o=desc&p=18&q=in%3Adescription+microservice&s=stars&type=Repositories,vlingo/xoom-designer,"The VLINGO XOOM Designer to guide you in rapid delivery of low-code to full-code Reactive, Event-Driven Microservices …",62
1649851783-2151,https://github.com/search?l=Java&o=desc&p=62&q=in%3Adescription+microservice&s=stars&type=Repositories,amazon-archives/microservices-webapp,Microservices Deploy Options on AWS - 3/3 microservice,8
1649851701-1872,https://github.com/search?l=Java&o=desc&p=90&q=in%3Adescription+microservice&s=stars&type=Repositories,juneau001/SimpleService,Basic Java EE Microservice,4
1649851768-2106,https://github.com/search?l=Java&o=desc&p=67&q=in%3Adescription+microservice&s=stars&type=Repositories,mswiderski/knowledge-driven-microservice,"Knowledge Driven Microservice - example how to employ jBPM, Drools and Vert.x to build responsive knowledge driven mi…",7
1649851888-2518,https://github.com/search?l=Java&o=desc&p=26&q=in%3Adescription+microservice&s=stars&type=Repositories,stalary/personfilter,毕业设计-智能化招聘系统，目前已进行微服务化，https://github.com/stalary/microservice-recruit,34
1649851928-2650,https://github.com/search?l=Java&o=desc&p=12&q=in%3Adescription+microservice&s=stars&type=Repositories,microservices-practical/microservices-v10,Learn Microservices with Spring Boot - v10 (Spring Boot 2.0),124
1649851744-2027,https://github.com/search?l=Java&o=desc&p=75&q=in%3Adescription+microservice&s=stars&type=Repositories,vlingo/xoom-turbo,The VLINGO XOOM platform SDK for DOMA and DDD accelerates building highly scalable and high-performance Reactive micr…,6
1649851831-2314,https://github.com/search?l=Java&o=desc&p=46&q=in%3Adescription+microservice&s=stars&type=Repositories,solo-io/squash-intellij,Debug your microservices application from IntelliJ IDEA,14
1649851790-2178,https://github.com/search?l=Java&o=desc&p=60&q=in%3Adescription+microservice&s=stars&type=Repositories,codecentric/event-processing-sample,Examples for the article: Event-driven Microservices & Event Processing,9
1649851736-1994,https://github.com/search?l=Java&o=desc&p=78&q=in%3Adescription+microservice&s=stars&type=Repositories,sambitc/PiggyMetricsCopy,Copied from "https://github.com/sqshq/PiggyMetrics". Used for microservice authorization learning.,6
1649851780-2147,https://github.com/search?l=Java&o=desc&p=63&q=in%3Adescription+microservice&s=stars&type=Repositories,lreimer/microservice-diet-with-istio,Putting Microservices on a Diet: with Istio. The demo repository.,8
1649851814-2256,https://github.com/search?l=Java&o=desc&p=52&q=in%3Adescription+microservice&s=stars&type=Repositories,ewolff/microservice-cloudfoundry,Microservices demo using Cloud Foundry,11
1649851896-2540,https://github.com/search?l=Java&o=desc&p=23&q=in%3Adescription+microservice&s=stars&type=Repositories,WillemJiang/seckill,A demo project to showcase microservices handling traffic spikes using event sourcing and CQRS,43
1649851822-2282,https://github.com/search?l=Java&o=desc&p=49&q=in%3Adescription+microservice&s=stars&type=Repositories,mkheck/game-of-streams-aircraft-edition,Game of Streams meta repo for imperative AND reactive source/processor/sink microservices,13
1649851871-2454,https://github.com/search?l=Java&o=desc&p=32&q=in%3Adescription+microservice&s=stars&type=Repositories,siamaksade/cart-service,Cart service is one of the microservices in CoolStore which is a containerised polyglot microservices application con…,25
1649851718-1938,https://github.com/search?l=Java&o=desc&p=84&q=in%3Adescription+microservice&s=stars&type=Repositories,upcrob/jOTP,Microservice for generating and validating one-time passwords as a secondary factor of authentication.,5
1649851899-2556,https://github.com/search?l=Java&o=desc&p=22&q=in%3Adescription+microservice&s=stars&type=Repositories,tiankong0310/mPass,基于SpringBoot2.x、SpringCloud并采用前后端分离的多租户系统架构微服务开发平台 mPaaS（Microservice PaaS）为租户业务开发、测试、运营及运维开源框架，能有效降低技术门槛、减少研发成本、提升开发…,44
1649851713-1912,https://github.com/search?l=Java&o=desc&p=86&q=in%3Adescription+microservice&s=stars&type=Repositories,berndruecker/flowing-retail-camunda-intro,Order flow implemented as one simple Camunda process application. Small sister of the flowing-retail example showing …,5
1649851902-2565,https://github.com/search?l=Java&o=desc&p=21&q=in%3Adescription+microservice&s=stars&type=Repositories,carnellj/spmia-chapter3,CHAPTER 3 for Spring Microservices in Action,47
1649851801-2215,https://github.com/search?l=Java&o=desc&p=56&q=in%3Adescription+microservice&s=stars&type=Repositories,didorg/ms_technology_1,"Microservices, Java 8, Spring Boot, Hibernate, PostgreSQL",10
1649851757-2062,https://github.com/search?l=Java&o=desc&p=71&q=in%3Adescription+microservice&s=stars&type=Repositories,JoJoTec/spring-cloud-parent,microservice-base,6
1649851885-2507,https://github.com/search?l=Java&o=desc&p=27&q=in%3Adescription+microservice&s=stars&type=Repositories,teixeira-fernando/EcommerceApp,QA Strategy for microservices with Synchronous and Asynchronous communication,32
1649851681-1807,https://github.com/search?l=Java&o=desc&p=97&q=in%3Adescription+microservice&s=stars&type=Repositories,sid288791/spring-microservice-communication-zuul-proxy,Spring Microservices Communication Using Gatway Zuul Proxy,4
1649851790-2172,https://github.com/search?l=Java&o=desc&p=60&q=in%3Adescription+microservice&s=stars&type=Repositories,danielliao11/spring-webflux-microservices-boilerplate,Boilerplate of Spring Boot Webflux microservices,9
1649851831-2313,https://github.com/search?l=Java&o=desc&p=46&q=in%3Adescription+microservice&s=stars&type=Repositories,AITestingOrg/banking-microservices-tutorial,Tutorial project for learning how to test microservices,14
1649851710-1901,https://github.com/search?l=Java&o=desc&p=87&q=in%3Adescription+microservice&s=stars&type=Repositories,aws-samples/java-crud-microservice-template,"Sample of a serverless crud microservice written in Java, with a SAM project template to use with sam init --location",5
1649851699-1866,https://github.com/search?l=Java&o=desc&p=91&q=in%3Adescription+microservice&s=stars&type=Repositories,greenlearner01/Service-Registry-And-Discovery-Eureka,Microservices registry and discovery - eureka client and server,4
1649851814-2252,https://github.com/search?l=Java&o=desc&p=52&q=in%3Adescription+microservice&s=stars&type=Repositories,sagar-jadhav/spring-boot-microservices,spring-boot-microservices project contains implementation of Account REST API using Spring Boot Framework along with …,12
1649851922-2639,https://github.com/search?l=Java&o=desc&p=14&q=in%3Adescription+microservice&s=stars&type=Repositories,xmatters/cthulhu-chaos-testing,Cthulhu is a Chaos Engineering tool that helps evaluating the resiliency of microservice systems. It does that by sim…,89
1649851744-2025,https://github.com/search?l=Java&o=desc&p=75&q=in%3Adescription+microservice&s=stars&type=Repositories,gunayus/microservice,Demo application for building a microservice application using Spring Boot and Netflix Eureka,6
1649851675-1789,https://github.com/search?l=Java&o=desc&p=99&q=in%3Adescription+microservice&s=stars&type=Repositories,soklet/soklet,Soklet is minimalist infrastructure for Java webapps and microservices.,4
1649851834-2329,https://github.com/search?l=Java&o=desc&p=45&q=in%3Adescription+microservice&s=stars&type=Repositories,eventuate-tram-examples/eventuate-tram-sagas-micronaut-examples-customers-and-orders,"Microservices, Sagas, Orchestration, Eventuate Tram, Micronaut",14
1649851879-2483,https://github.com/search?l=Java&o=desc&p=29&q=in%3Adescription+microservice&s=stars&type=Repositories,hakdogan/kafka-with-microservices,This repository is a tutorial for JUG Istanbul's Apache Kafka meetup that showing how Apache Kafka can be used in inter-,29
1649851774-2122,https://github.com/search?l=Java&o=desc&p=65&q=in%3Adescription+microservice&s=stars&type=Repositories,michaelhoffmantech/spring-boot-getting-started,Repository for my presentation on getting started with Spring Boot in a Microservices environment,8
1649851831-2311,https://github.com/search?l=Java&o=desc&p=46&q=in%3Adescription+microservice&s=stars&type=Repositories,ttulka/ddd-example-ecommerce-microservices,Domain-driven design microservices example,14
1649851795-2191,https://github.com/search?l=Java&o=desc&p=58&q=in%3Adescription+microservice&s=stars&type=Repositories,Mimetis/Jhispter-Kubernetes,Demos Jhispter and Kubernetes and microservices,10
1649851828-2308,https://github.com/search?l=Java&o=desc&p=47&q=in%3Adescription+microservice&s=stars&type=Repositories,PacktPublishing/Microservices-with-Spring-Cloud,"Microservices with Spring Cloud [Video], Published by Packt",13
1649851956-2752,https://github.com/search?l=Java&o=desc&p=2&q=in%3Adescription+microservice&s=stars&type=Repositories,apache/servicecomb-java-chassis,"ServiceComb Java Chassis is a Software Development Kit (SDK) for rapid development of microservices in Java, providin…",1.8k
1649851953-2742,https://github.com/search?l=Java&o=desc&p=3&q=in%3Adescription+microservice&s=stars&type=Repositories,spring-cloud/spring-cloud-stream,Framework for building Event-Driven Microservices,776
1649851851-2384,https://github.com/search?l=Java&o=desc&p=39&q=in%3Adescription+microservice&s=stars&type=Repositories,hashgraph/hedera-proof-of-action-microservice,Hedera? Hashgraph Proof-of-Action Microservice,18
1649851930-2661,https://github.com/search?l=Java&o=desc&p=11&q=in%3Adescription+microservice&s=stars&type=Repositories,vvgomes/event-driven-restaurant,Microservices & Event Sourcing demonstration,147
1649851845-2369,https://github.com/search?l=Java&o=desc&p=41&q=in%3Adescription+microservice&s=stars&type=Repositories,griga23/bookmarksDemo,Event Streaming Microservices Demo,16
1649851675-1782,https://github.com/search?l=Java&o=desc&p=99&q=in%3Adescription+microservice&s=stars&type=Repositories,matzew/kafka-mp-sample,Sample showing Kafka for Java EE Microservice communication,4
1649851777-2131,https://github.com/search?l=Java&o=desc&p=64&q=in%3Adescription+microservice&s=stars&type=Repositories,jpontdia/ws-employee-soapcxf,SOAP Microservices with Spring Boot 2.3 and Apache CXF 3.4,8
1649851828-2305,https://github.com/search?l=Java&o=desc&p=47&q=in%3Adescription+microservice&s=stars&type=Repositories,microservices-practical/microservices-v3,Learn Microservices with Spring Boot - v3,13
1649851710-1907,https://github.com/search?l=Java&o=desc&p=87&q=in%3Adescription+microservice&s=stars&type=Repositories,javaHelper/cqrs-axon-es,Master Spring Boot Microservices with CQRS & Event Sourcing(Udemy),5
1649851808-2237,https://github.com/search?l=Java&o=desc&p=54&q=in%3Adescription+microservice&s=stars&type=Repositories,ssimmie/todos,Todos microservice,11
1649851947-2729,https://github.com/search?l=Java&o=desc&p=5&q=in%3Adescription+microservice&s=stars&type=Repositories,sivaprasadreddy/spring-boot-microservices-series,Code for SpringBoot MicroServices Blog Series,438
1649851715-1922,https://github.com/search?l=Java&o=desc&p=85&q=in%3Adescription+microservice&s=stars&type=Repositories,SolaceLabs/solace-messaging-demo,Horizontal Scaling of Aggregated Microservices using Solace Messaging,5
1649851874-2466,https://github.com/search?l=Java&o=desc&p=31&q=in%3Adescription+microservice&s=stars&type=Repositories,codependent/storyteller-microservices,Spring Cloud Netflix Storyteller Microservices,26
1649851757-2060,https://github.com/search?l=Java&o=desc&p=71&q=in%3Adescription+microservice&s=stars&type=Repositories,amazon-archives/microservices-greeting,Microservices Deploy Options on AWS - 1/3 microservice,6
1649851774-2124,https://github.com/search?l=Java&o=desc&p=65&q=in%3Adescription+microservice&s=stars&type=Repositories,prbpedro/java-springboot-microservices-patterns-exemples,Java Springboot Microservices Patterns Exemples,8
1649851922-2633,https://github.com/search?l=Java&o=desc&p=14&q=in%3Adescription+microservice&s=stars&type=Repositories,davpin/cf-SpringBootTrader,Microservice version of the Spring Trader app using Spring Boot and Spring Cloud.,98
1649851733-1984,https://github.com/search?l=Java&o=desc&p=79&q=in%3Adescription+microservice&s=stars&type=Repositories,javieraviles/split-the-monolith,"Everyday is getting more and more popular and, sometimes, worthy and useful -> split a monolith into microservices. I…",6
1649851748-2034,https://github.com/search?l=Java&o=desc&p=74&q=in%3Adescription+microservice&s=stars&type=Repositories,AravindSh/E-Commerce-POC,E commerce microservices backend POC using spring cloud,6
1649851857-2405,https://github.com/search?l=Java&o=desc&p=37&q=in%3Adescription+microservice&s=stars&type=Repositories,xpmatteo/frameworkless-hangman,How to take a common Spring-Boot-based microservice and change it to not need Spring anymore,20
