order,url,name,description,star
1649855877-4881,https://github.com/search?l=Java&o=desc&p=10&q=in%3Adescription+microservicios&s=stars&type=Repositories,jlferrete/academia-microservicios-eureka,"Construye aplicaciones con Microservicios Spring como backend y Angular 10 como frontend, Eureka, API Gateway, RESTful",1
1649855725-4347,https://github.com/search?l=Java&o=desc&p=64&q=in%3Adescription+microservicios&s=stars&type=Repositories,SwissTierrasColombia/st-microservice-operators,Microservicio Operadores,null
1649855669-4146,https://github.com/search?l=Java&o=desc&p=84&q=in%3Adescription+microservicios&s=stars&type=Repositories,EnriqueHS101/msAccountPerson,Microservicio de Cuentas Personales,null
1649855841-4757,https://github.com/search?l=Java&o=desc&p=23&q=in%3Adescription+microservicios&s=stars&type=Repositories,jamataran/spring-microservices,Microservicios con Spring,null
1649855629-4001,https://github.com/search?l=Java&o=desc&p=98&q=in%3Adescription+microservicios&s=stars&type=Repositories,soabel/bcp-bootcamp-shopvintage-bidders,Microservicio de Bidders,null
1649855790-4573,https://github.com/search?l=Java&o=desc&p=41&q=in%3Adescription+microservicios&s=stars&type=Repositories,RolandoNajera/Onboarding,Repositorio de microservicios para Onboarding,null
1649855787-4568,https://github.com/search?l=Java&o=desc&p=42&q=in%3Adescription+microservicios&s=stars&type=Repositories,velakar5/microservicioCurso,Curso Udemy microservicios con Angular,null
1649855764-4487,https://github.com/search?l=Java&o=desc&p=50&q=in%3Adescription+microservicios&s=stars&type=Repositories,intfrr/curso_microservicios,curso de introducci車n a los microservicios,null
1649855799-4603,https://github.com/search?l=Java&o=desc&p=38&q=in%3Adescription+microservicios&s=stars&type=Repositories,dnuezluc/prj3,prueba de microservicios en github,null
1649855787-4562,https://github.com/search?l=Java&o=desc&p=42&q=in%3Adescription+microservicios&s=stars&type=Repositories,cedaniel200/DemoMicroservices,Ejemplo de una arquitectura microservicios,null
1649855776-4528,https://github.com/search?l=Java&o=desc&p=46&q=in%3Adescription+microservicios&s=stars&type=Repositories,jusilus/microservicios-gateway,Proyecto microservicios-gateway del curso "Microservicios con Spring Cloud y Angular 10",null
1649855663-4120,https://github.com/search?l=Java&o=desc&p=86&q=in%3Adescription+microservicios&s=stars&type=Repositories,dariojolo/springboot-servicio-item,Microservicio item java,null
1649855877-4887,https://github.com/search?l=Java&o=desc&p=10&q=in%3Adescription+microservicios&s=stars&type=Repositories,marcosPorturas/ms-movie-rest,Microservicio para la administracion de Peliculas,1
1649855846-4773,https://github.com/search?l=Java&o=desc&p=21&q=in%3Adescription+microservicios&s=stars&type=Repositories,marceloleiton/copinterest,Microservicios de dominio mediante el microservicio BFF.,null
1649855663-4128,https://github.com/search?l=Java&o=desc&p=86&q=in%3Adescription+microservicios&s=stars&type=Repositories,edgar-everis/Proyecto2_Microservice_Eureka_Server,Repositorio del microservicio Eureka,null
1649855663-4129,https://github.com/search?l=Java&o=desc&p=86&q=in%3Adescription+microservicios&s=stars&type=Repositories,rafalazar/service-CreditCard,Microservicio de Credit Card,null
1649855629-4009,https://github.com/search?l=Java&o=desc&p=98&q=in%3Adescription+microservicios&s=stars&type=Repositories,kimmurielO/microservicioActuator,Prueba microservicio actuator,null
1649855799-4606,https://github.com/search?l=Java&o=desc&p=38&q=in%3Adescription+microservicios&s=stars&type=Repositories,SanchezEmir/evaluacion-final-microservicios,Evaluaci車n final de microservicios IDAT,null
1649855821-4688,https://github.com/search?l=Java&o=desc&p=30&q=in%3Adescription+microservicios&s=stars&type=Repositories,Agomezdelamo/backendninja,proyecto de microservicios interconectados,null
1649855646-4067,https://github.com/search?l=Java&o=desc&p=92&q=in%3Adescription+microservicios&s=stars&type=Repositories,riquezjo/msproyecto,Repositorio de MicroServicio,null
1649855753-4445,https://github.com/search?l=Java&o=desc&p=54&q=in%3Adescription+microservicios&s=stars&type=Repositories,charlyatos/consultorioMS,demo microservicios ejempo de consultorio medico,null
1649855666-4138,https://github.com/search?l=Java&o=desc&p=85&q=in%3Adescription+microservicios&s=stars&type=Repositories,BryanGustavo/msClientCompany,Microservicio de Cliente Empresa,null
1649855699-4257,https://github.com/search?l=Java&o=desc&p=73&q=in%3Adescription+microservicios&s=stars&type=Repositories,giand2205/springboot-servicio-eureka-server,Project Microservicios con Spring Boot y Spring Cloud Netflix Eureka,null
1649855804-4627,https://github.com/search?l=Java&o=desc&p=36&q=in%3Adescription+microservicios&s=stars&type=Repositories,ivanfcomesen/prisma,Microservicios con MongoDB y Spring,null
1649855733-4370,https://github.com/search?l=Java&o=desc&p=61&q=in%3Adescription+microservicios&s=stars&type=Repositories,CarlPopoca/MicroserviceStructureJava,"Arquitectura Microservicios teniendo Config Server, Eureka Server, Admin Server, Edge Server, Microservicio, Cliente de",null
1649855863-4835,https://github.com/search?l=Java&o=desc&p=15&q=in%3Adescription+microservicios&s=stars&type=Repositories,fumex/ms-register-product-client,MICROSERVICIO MS-REGISTER-PRODUCT-CLIENT,null
1649855810-4644,https://github.com/search?l=Java&o=desc&p=34&q=in%3Adescription+microservicios&s=stars&type=Repositories,kenyodarz/microservico-examen,Ejemplo Microservicios Examenes,null
1649855807-4639,https://github.com/search?l=Java&o=desc&p=35&q=in%3Adescription+microservicios&s=stars&type=Repositories,ccorcobado/mastercloudapp-practica27,De monolito a microservicios,null
1649855829-4712,https://github.com/search?l=Java&o=desc&p=27&q=in%3Adescription+microservicios&s=stars&type=Repositories,vgmz95/ESCOM-IBM-Course,Java Spring microservicios,null
1649855824-4690,https://github.com/search?l=Java&o=desc&p=29&q=in%3Adescription+microservicios&s=stars&type=Repositories,BryanGustavo/api-gateway,Enrutador de Microservicios,null
1649855753-4441,https://github.com/search?l=Java&o=desc&p=54&q=in%3Adescription+microservicios&s=stars&type=Repositories,renatomartindc/microservicios,Proyecto API TEST Clase Microservicios New Horizons,null
1649855891-4938,https://github.com/search?l=Java&o=desc&p=5&q=in%3Adescription+microservicios&s=stars&type=Repositories,jmagit/REM20211108,Curso de Microservicios con Spring,1
1649855897-4958,https://github.com/search?l=Java&o=desc&p=3&q=in%3Adescription+microservicios&s=stars&type=Repositories,fabian99m/Microservicios_proyecto,Proyecto de pruebas para aplicar y afianzar conocomientos de Microservicios en SpringBoot aplicando configuraci車n dis＃,2
1649855866-4846,https://github.com/search?l=Java&o=desc&p=14&q=in%3Adescription+microservicios&s=stars&type=Repositories,IngJavierR/ProyectoServicios,Proyecto DevOps y Microservicios,null
1649855702-4261,https://github.com/search?l=Java&o=desc&p=72&q=in%3Adescription+microservicios&s=stars&type=Repositories,giand2205/springboot-servicio-commons,Project Microservicios con Spring Boot y Spring Cloud Netflix Eureka,null
1649855866-4842,https://github.com/search?l=Java&o=desc&p=14&q=in%3Adescription+microservicios&s=stars&type=Repositories,grleyvaj/vehicle-miles-traveled-service,"En este ejercicio desarrollo un microservicio que exponga un CRUD, conectando a una BD en la que se cargan previament＃",1
1649855857-4818,https://github.com/search?l=Java&o=desc&p=17&q=in%3Adescription+microservicios&s=stars&type=Repositories,fsanchezfns/ecommerce_wallet_java,Microservicios 2020,null
1649855691-4222,https://github.com/search?l=Java&o=desc&p=76&q=in%3Adescription+microservicios&s=stars&type=Repositories,MiltonLiquinchana/Galery,Galeria de fotos con spring boot orientado a microservicios,null
1649855897-4952,https://github.com/search?l=Java&o=desc&p=3&q=in%3Adescription+microservicios&s=stars&type=Repositories,kreytos23/Microservicio_ProyectoFinal_IBM,Repositorio de los microservicios desarrollados como parte del Proyecto Final de la academia de microservicios en IBM,2
1649855860-4828,https://github.com/search?l=Java&o=desc&p=16&q=in%3Adescription+microservicios&s=stars&type=Repositories,enmanuelcruzdejesus/WebAvanzFinal,Microservicios,null
1649855764-4484,https://github.com/search?l=Java&o=desc&p=50&q=in%3Adescription+microservicios&s=stars&type=Repositories,IsraelDominguez/microservices-course,"Curso Microservicios con SpringBoot, Ribbon, Feign, Eureka,...",null
1649855680-4184,https://github.com/search?l=Java&o=desc&p=80&q=in%3Adescription+microservicios&s=stars&type=Repositories,fegoal/SgdmREST,Pruebas de concepto Spring Boot - Rest - JPA - Microservicios,null
1649855824-4699,https://github.com/search?l=Java&o=desc&p=29&q=in%3Adescription+microservicios&s=stars&type=Repositories,samusfree/parqueoback,Proyecto de Microservicios,null
1649855674-4167,https://github.com/search?l=Java&o=desc&p=82&q=in%3Adescription+microservicios&s=stars&type=Repositories,zalcanizr/gestion-productos,microservicio-gestion-productos,null
1649855759-4461,https://github.com/search?l=Java&o=desc&p=52&q=in%3Adescription+microservicios&s=stars&type=Repositories,jorgiom4/VideoClub,Curso Microservicios Cas Training 25-Nov-2019,null
1649855863-4832,https://github.com/search?l=Java&o=desc&p=15&q=in%3Adescription+microservicios&s=stars&type=Repositories,Zero-One-Zero-One/Buggatti,Proyecto de integraci車n. Microservicios. Spring boot,null
1649855688-4215,https://github.com/search?l=Java&o=desc&p=77&q=in%3Adescription+microservicios&s=stars&type=Repositories,cesarfisi66/ms-course-youtube,Curso Microservicios con Spring Boot y Spring Cloud,null
1649855762-4478,https://github.com/search?l=Java&o=desc&p=51&q=in%3Adescription+microservicios&s=stars&type=Repositories,Aquiles22/spring-cloud,Ejemplos de microservicios para srping cloud,null
1649855640-4047,https://github.com/search?l=Java&o=desc&p=94&q=in%3Adescription+microservicios&s=stars&type=Repositories,Victor-Egas/api-service-rest-customer,Microservicio de Cliente,null
1649855871-4863,https://github.com/search?l=Java&o=desc&p=12&q=in%3Adescription+microservicios&s=stars&type=Repositories,juanchavez4096/gestion-back,Microservicio de Spring Boot para gestion de costos operativos,1
1649855739-4393,https://github.com/search?l=Java&o=desc&p=59&q=in%3Adescription+microservicios&s=stars&type=Repositories,Davids-Berz/ms-cursos,microservicio cursos,null
1649855762-4479,https://github.com/search?l=Java&o=desc&p=51&q=in%3Adescription+microservicios&s=stars&type=Repositories,jcabelloc/microservicios-spring,Repositorio del Curso Microservicios con Spring,null
1649855815-4669,https://github.com/search?l=Java&o=desc&p=32&q=in%3Adescription+microservicios&s=stars&type=Repositories,garciliano/examen-microservicios-persona,"examen de microservicios , persona",null
1649855686-4200,https://github.com/search?l=Java&o=desc&p=78&q=in%3Adescription+microservicios&s=stars&type=Repositories,giand2205/springboot-servicio-item,Project Microservicios con Spring Boot y Spring Cloud Netflix Eureka,null
1649855669-4147,https://github.com/search?l=Java&o=desc&p=84&q=in%3Adescription+microservicios&s=stars&type=Repositories,EnriqueHS101/msCustomersPerson,Microservicio de Clientes Persona,null
1649855832-4728,https://github.com/search?l=Java&o=desc&p=26&q=in%3Adescription+microservicios&s=stars&type=Repositories,OscarGonzalezBonifacio/microservicios,Proyecto de Microservicios,null
1649855838-4745,https://github.com/search?l=Java&o=desc&p=24&q=in%3Adescription+microservicios&s=stars&type=Repositories,Rodrigo2910M/msproyecto,Repositorio de microservicios,null
1649855838-4742,https://github.com/search?l=Java&o=desc&p=24&q=in%3Adescription+microservicios&s=stars&type=Repositories,MarcheloJacome/AppDisProyecto,Proyecto microservicios v2,null
1649855804-4621,https://github.com/search?l=Java&o=desc&p=36&q=in%3Adescription+microservicios&s=stars&type=Repositories,whuera/microservicess-with-docker,microservicios & AWS docker,null
1649855829-4714,https://github.com/search?l=Java&o=desc&p=27&q=in%3Adescription+microservicios&s=stars&type=Repositories,Vortice87/microservices-eureka,Arquitectura de microservicios Eureka,null
1649855807-4630,https://github.com/search?l=Java&o=desc&p=35&q=in%3Adescription+microservicios&s=stars&type=Repositories,sanchezz985/Taller-Microservicios-Tarea3,Taller-Microservicios-Tarea3,null
1649855886-4919,https://github.com/search?l=Java&o=desc&p=7&q=in%3Adescription+microservicios&s=stars&type=Repositories,mart-dominguez/dan-ms-usuario,repositorio microservicio usuarios,1
1649855776-4521,https://github.com/search?l=Java&o=desc&p=46&q=in%3Adescription+microservicios&s=stars&type=Repositories,bpilegi98/Microservicios,Microservicios del curso de Udemy "Microservicios con Spring Boot y Spring Cloud Netflix Eureka",null
1649855632-4010,https://github.com/search?l=Java&o=desc&p=97&q=in%3Adescription+microservicios&s=stars&type=Repositories,kryptt256/twitter-consumer-microservice,Microservicio que consume Tweets,null
1649855688-4213,https://github.com/search?l=Java&o=desc&p=77&q=in%3Adescription+microservicios&s=stars&type=Repositories,jhassan8/sb-service-eureka-server,Probando arquitectura de microservicios utilizando springboot y spring cloud...,null
1649855686-4203,https://github.com/search?l=Java&o=desc&p=78&q=in%3Adescription+microservicios&s=stars&type=Repositories,jmansiya/microServiciosJava,Ejemplos de la arquitectura con microservicios con Spring-Boot,null
1649855883-4908,https://github.com/search?l=Java&o=desc&p=8&q=in%3Adescription+microservicios&s=stars&type=Repositories,jlferrete/academia-microservicios-zuul,"Construye aplicaciones con Microservicios Spring como backend y Angular 10 como frontend, Eureka, API Gateway, RESTful",1
1649855677-4178,https://github.com/search?l=Java&o=desc&p=81&q=in%3Adescription+microservicios&s=stars&type=Repositories,paytonx10/MicroServicioDivision,Microservicio para SF - Dividir,null
1649855869-4854,https://github.com/search?l=Java&o=desc&p=13&q=in%3Adescription+microservicios&s=stars&type=Repositories,MCrisantEV/bcMC-PersonMS,"Microservicio Persons, realizado en SpringBoot, el cual contiene diferentes APIs las cuales ser芍n consumidas por otra＃",1
1649855708-4289,https://github.com/search?l=Java&o=desc&p=70&q=in%3Adescription+microservicios&s=stars&type=Repositories,jhassan8/sb-service-items,Probando arquitectura de microservicios utilizando springboot y spring cloud...,null
1649855880-4893,https://github.com/search?l=Java&o=desc&p=9&q=in%3Adescription+microservicios&s=stars&type=Repositories,jlferrete/academia-microservicios-respuestas,"Construye aplicaciones con Microservicios Spring como backend y Angular 10 como frontend, Eureka, API Gateway, RESTful",1
1649855711-4298,https://github.com/search?l=Java&o=desc&p=69&q=in%3Adescription+microservicios&s=stars&type=Repositories,CristianMelgarejo94/ClientMicroservice,"Ejercicio Pr芍ctico Java, Spring Framework, Spring Boot y microservicios",null
1649855663-4124,https://github.com/search?l=Java&o=desc&p=86&q=in%3Adescription+microservicios&s=stars&type=Repositories,Peluchina/microservicio-pea3,pruebas de microservicio,null
1649855688-4210,https://github.com/search?l=Java&o=desc&p=77&q=in%3Adescription+microservicios&s=stars&type=Repositories,JavierDuranFlores/Microservicios-Spring-Boot,Curso de microservicios con spring boot y spring cloud,null
1649855736-4387,https://github.com/search?l=Java&o=desc&p=60&q=in%3Adescription+microservicios&s=stars&type=Repositories,D3wulf/microReto1Viernes,Nuevo microservicio,null
1649855725-4342,https://github.com/search?l=Java&o=desc&p=64&q=in%3Adescription+microservicios&s=stars&type=Repositories,luispalacio22/ms-login,Microservicio login,null
1649855796-4590,https://github.com/search?l=Java&o=desc&p=39&q=in%3Adescription+microservicios&s=stars&type=Repositories,leosilvabustos/microservices-examples,Ejemplos basicos para utilizar microservicios,null
1649855807-4635,https://github.com/search?l=Java&o=desc&p=35&q=in%3Adescription+microservicios&s=stars&type=Repositories,mattgr99/MicroservicosMatricula,Proyecto microservicios en SpringBoot,null
1649855801-4613,https://github.com/search?l=Java&o=desc&p=37&q=in%3Adescription+microservicios&s=stars&type=Repositories,empresarioMadri/microservicios,Repositorio curso microservicios spring boot,null
1649855821-4682,https://github.com/search?l=Java&o=desc&p=30&q=in%3Adescription+microservicios&s=stars&type=Repositories,yehanportilla/BackBiblioteca,Proyecto microservicios sprint boot,null
1649855756-4454,https://github.com/search?l=Java&o=desc&p=53&q=in%3Adescription+microservicios&s=stars&type=Repositories,randallcastillo/DV-06-Microservicios-Docker,DV-06 Microservicios a escala con Docker,null
1649855835-4730,https://github.com/search?l=Java&o=desc&p=25&q=in%3Adescription+microservicios&s=stars&type=Repositories,mariosas27/Microservicios-User-Service,Microservicios User-Service,null
1649855629-4000,https://github.com/search?l=Java&o=desc&p=98&q=in%3Adescription+microservicios&s=stars&type=Repositories,paytonx10/MicroServicioResta,Microservicio para SF - Restar,null
1649855779-4537,https://github.com/search?l=Java&o=desc&p=45&q=in%3Adescription+microservicios&s=stars&type=Repositories,williamccondori/microservicios-unmsm-usuarios,Proyecto de microservicios del curso de arquitectura de software y microservicios de la UNMSM.,null
1649855646-4061,https://github.com/search?l=Java&o=desc&p=92&q=in%3Adescription+microservicios&s=stars&type=Repositories,richiepixel/Contactos,Microservicio de contactos,null
1649855891-4935,https://github.com/search?l=Java&o=desc&p=5&q=in%3Adescription+microservicios&s=stars&type=Repositories,observadorxpl/micro-clientes,Microservicios de clientes,1
1649855877-4882,https://github.com/search?l=Java&o=desc&p=10&q=in%3Adescription+microservicios&s=stars&type=Repositories,jlferrete/academia-microservicios-usuarios,"Construye aplicaciones con Microservicios Spring como backend y Angular 10 como frontend, Eureka, API Gateway, RESTful",1
1649855880-4897,https://github.com/search?l=Java&o=desc&p=9&q=in%3Adescription+microservicios&s=stars&type=Repositories,alejgh/easidiomas,Ejemplo de red social de aprendizaje de idiomas basada en microservicios ?,1
1649855849-4785,https://github.com/search?l=Java&o=desc&p=20&q=in%3Adescription+microservicios&s=stars&type=Repositories,yanfranco18/Payments-service,Microservicios Payments,null
1649855683-4190,https://github.com/search?l=Java&o=desc&p=79&q=in%3Adescription+microservicios&s=stars&type=Repositories,smarquezp05/curso-microservicios-apis,"Curso 'Microservicios con Spring Boot, Docker, Open API y Swagger'",null
1649855770-4508,https://github.com/search?l=Java&o=desc&p=48&q=in%3Adescription+microservicios&s=stars&type=Repositories,patorma/microservicioZuul,Es el enrutador de los microservicios,null
1649855855-4807,https://github.com/search?l=Java&o=desc&p=18&q=in%3Adescription+microservicios&s=stars&type=Repositories,yanfranco18/ProductService,Microservicios Product,null
1649855801-4610,https://github.com/search?l=Java&o=desc&p=37&q=in%3Adescription+microservicios&s=stars&type=Repositories,portuguez29/MicroservicesSpringBoot,Desarrollo de Microservicios con SpringBoot,null
1649855846-4777,https://github.com/search?l=Java&o=desc&p=21&q=in%3Adescription+microservicios&s=stars&type=Repositories,lvillalva/Microservices,Proyectos para ejecutar microservicios,null
1649855702-4266,https://github.com/search?l=Java&o=desc&p=72&q=in%3Adescription+microservicios&s=stars&type=Repositories,VrayaVam/microservicios-tienda-linea,Ejemplo de microservicios para una tienda en l赤nea,null
1649855750-4436,https://github.com/search?l=Java&o=desc&p=55&q=in%3Adescription+microservicios&s=stars&type=Repositories,vicse/Bootcamp_MS_Config-Server,Config Server de los Microservicios Bank,null
1649855857-4812,https://github.com/search?l=Java&o=desc&p=17&q=in%3Adescription+microservicios&s=stars&type=Repositories,AlbertsMicroServices/Study,Microservicios,null
1649855742-4406,https://github.com/search?l=Java&o=desc&p=58&q=in%3Adescription+microservicios&s=stars&type=Repositories,devopsort/shipping-service-example,Microservicio shipping,null
1649855880-4890,https://github.com/search?l=Java&o=desc&p=9&q=in%3Adescription+microservicios&s=stars&type=Repositories,gonzalogrm/MicroservicesIntroduction,Proyecto de introducci車n a arquitectura de microservicios creado con Java (Spring Boot),1
1649855756-4459,https://github.com/search?l=Java&o=desc&p=53&q=in%3Adescription+microservicios&s=stars&type=Repositories,reymarmendoza/VehiculosMicroservicios,Microservicios con Spring para exponer una api,null
1649855801-4611,https://github.com/search?l=Java&o=desc&p=37&q=in%3Adescription+microservicios&s=stars&type=Repositories,ivanfcomesen/prisma,Microservicios con MongoDB y Spring,null
1649855894-4947,https://github.com/search?l=Java&o=desc&p=4&q=in%3Adescription+microservicios&s=stars&type=Repositories,kevinxjavier/Microservicios,Microservicios,1
1649855844-4760,https://github.com/search?l=Java&o=desc&p=22&q=in%3Adescription+microservicios&s=stars&type=Repositories,SebastianSamayoa/MicroservicioEstudiante,microservicios para las configuraciones,null
1649855883-4909,https://github.com/search?l=Java&o=desc&p=8&q=in%3Adescription+microservicios&s=stars&type=Repositories,pedrolop90/bahia-s-poss-dev-common,Librer赤a de uso com迆n entre todos los microservicios para el proyecto Bahia-s-poss-dev.,1
1649855874-4875,https://github.com/search?l=Java&o=desc&p=11&q=in%3Adescription+microservicios&s=stars&type=Repositories,jlferrete/spring-boot-servicio-eureka-server,"Construye Microservicios con Spring Boot 2, Spring Cloud, Eureka, Zuul, Ribbon, Hystrix, API RESTful, JPA, OAuth, Docker",1
1649855730-4362,https://github.com/search?l=Java&o=desc&p=62&q=in%3Adescription+microservicios&s=stars&type=Repositories,garychavez/MicroservicioA,Microservicio A,null
1649855674-4169,https://github.com/search?l=Java&o=desc&p=82&q=in%3Adescription+microservicios&s=stars&type=Repositories,rafalazar/service-PymeEnterpriseAccount,Microservicio Cuenta Pyme Empresarial,null
1649855640-4049,https://github.com/search?l=Java&o=desc&p=94&q=in%3Adescription+microservicios&s=stars&type=Repositories,AlexLlamoParedes/ms-management-cta-corriente,Microservicio cuenta corriente,null
1649855666-4134,https://github.com/search?l=Java&o=desc&p=85&q=in%3Adescription+microservicios&s=stars&type=Repositories,rafalazar/service-PlazoFijo,Microservicio de Plazo Fijo,null
1649855855-4804,https://github.com/search?l=Java&o=desc&p=18&q=in%3Adescription+microservicios&s=stars&type=Repositories,Adriscream/Microservicios,Curso MicroServicios,null
1649855759-4465,https://github.com/search?l=Java&o=desc&p=52&q=in%3Adescription+microservicios&s=stars&type=Repositories,israel-anaya/startup-msa,Microservicios de Arquitectura para Startup Framework,null
1649855677-4175,https://github.com/search?l=Java&o=desc&p=81&q=in%3Adescription+microservicios&s=stars&type=Repositories,zalcanizr/gestion-productos,microservicio-gestion-productos,null
1649855824-4696,https://github.com/search?l=Java&o=desc&p=29&q=in%3Adescription+microservicios&s=stars&type=Repositories,santux/microservices,Ejemplos de microservicios,null
1649855784-4559,https://github.com/search?l=Java&o=desc&p=43&q=in%3Adescription+microservicios&s=stars&type=Repositories,AlfredoMiFa/MicroserviciosEureka,"Practica de microservicios con eureka, desarrollo de microservicio random",null
1649855835-4737,https://github.com/search?l=Java&o=desc&p=25&q=in%3Adescription+microservicios&s=stars&type=Repositories,jesusromerovillanueva2021/demoUsersYanqui,Microservicios de usuarios Yanqui,null
1649855649-4077,https://github.com/search?l=Java&o=desc&p=91&q=in%3Adescription+microservicios&s=stars&type=Repositories,rocampoa/EasyClient,Microservicio del cliente,null
1649855742-4400,https://github.com/search?l=Java&o=desc&p=58&q=in%3Adescription+microservicios&s=stars&type=Repositories,garychavez/MicroservicioA,Microservicio A,null
1649855880-4891,https://github.com/search?l=Java&o=desc&p=9&q=in%3Adescription+microservicios&s=stars&type=Repositories,jlferrete/academia-microservicios-gateway,"Construye aplicaciones con Microservicios Spring como backend y Angular 10 como frontend, Eureka, API Gateway, RESTful",1
1649855635-4029,https://github.com/search?l=Java&o=desc&p=96&q=in%3Adescription+microservicios&s=stars&type=Repositories,jelinarest/pruebams,Microservicio de prueba,null
1649855708-4281,https://github.com/search?l=Java&o=desc&p=70&q=in%3Adescription+microservicios&s=stars&type=Repositories,cristoflop/Delivery-Microservices,"Arquitectura de microservicios con eventuate tram, kafka, docker.",null
1649855883-4906,https://github.com/search?l=Java&o=desc&p=8&q=in%3Adescription+microservicios&s=stars&type=Repositories,MMazzini1/Microservicios,"Proof of concept - Una aplicaci車n de Java con arquitectura de microservicios, implementada con Spring Cloud.",1
1649855657-4104,https://github.com/search?l=Java&o=desc&p=88&q=in%3Adescription+microservicios&s=stars&type=Repositories,corodaautomaticdoor/mc_operation,microservicio de operacion,null
1649855626-3990,https://github.com/search?l=Java&o=desc&p=99&q=in%3Adescription+microservicios&s=stars&type=Repositories,lascencion23/ms-bootcoin-transaction,Microservicio de bootcoin transaction,null
1649855637-4033,https://github.com/search?l=Java&o=desc&p=95&q=in%3Adescription+microservicios&s=stars&type=Repositories,BryanGustavo/msAccountPerson,Microservicio de Cuenta Personal,null
1649855770-4504,https://github.com/search?l=Java&o=desc&p=48&q=in%3Adescription+microservicios&s=stars&type=Repositories,iscodem/config-service,Ejemplo de spring cloud config para microservicios,null
1649855810-4640,https://github.com/search?l=Java&o=desc&p=34&q=in%3Adescription+microservicios&s=stars&type=Repositories,rgmcove/factory,Prueba Tecnica ITO microservicios,null
1649855770-4507,https://github.com/search?l=Java&o=desc&p=48&q=in%3Adescription+microservicios&s=stars&type=Repositories,PedroCanicas/inventariomicroservicio,sistema de facturacion basado en microservicios,null
1649855697-4245,https://github.com/search?l=Java&o=desc&p=74&q=in%3Adescription+microservicios&s=stars&type=Repositories,jvaldivialira/deployMicroservice,Proyecto para el despliegue de microservicios en Docker,null
1649855863-4836,https://github.com/search?l=Java&o=desc&p=15&q=in%3Adescription+microservicios&s=stars&type=Repositories,IngJavierR/generator-springbootproj,Generador con Yeoman de microservicios con springboot y conexi車n a eureka,null
1649855657-4107,https://github.com/search?l=Java&o=desc&p=88&q=in%3Adescription+microservicios&s=stars&type=Repositories,LaMalditaProgramadora/demoFAS,Microservicio con Spring Boot,null
1649855674-4161,https://github.com/search?l=Java&o=desc&p=82&q=in%3Adescription+microservicios&s=stars&type=Repositories,vicse/Bootcamp_MS_Customers,Microservicio de Clientes,null
1649855657-4103,https://github.com/search?l=Java&o=desc&p=88&q=in%3Adescription+microservicios&s=stars&type=Repositories,SebastianSamayoa/ZuulServerdsweb,microservicio de zuul,null
1649855736-4382,https://github.com/search?l=Java&o=desc&p=60&q=in%3Adescription+microservicios&s=stars&type=Repositories,LuisAugusto123456/example,microservicio core,null
1649855849-4780,https://github.com/search?l=Java&o=desc&p=20&q=in%3Adescription+microservicios&s=stars&type=Repositories,Carlarem/almacenproyecto,proyecto microservicios,null
1649855799-4607,https://github.com/search?l=Java&o=desc&p=38&q=in%3Adescription+microservicios&s=stars&type=Repositories,Laumorvel/fujiBack_product,Repo para practicar con microservicios,null
1649855804-4624,https://github.com/search?l=Java&o=desc&p=36&q=in%3Adescription+microservicios&s=stars&type=Repositories,nelsonjimenez1/proyecto-grado,Generador de microservicios,null
