order,url,name,description,star
1649853959-3836,https://github.com/search?l=Java&o=desc&p=15&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,spring2go/prom_lab,微服务监控告警Prometheus实验，极客时间微服务架构实践课程,105
1649853894-3600,https://github.com/search?l=Java&o=desc&p=38&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,JasonZhangHG/BaiDuMapLocation,基于百度地图SDK的定位的项目 实现了实时定位 显示时间 经度 纬度 定位方式 POI检索内容 同时把位置信息实时传到Bomb云服务器 同时可以把位置信息分享给微信 QQ 微博等好友 同时可以利用手机号码进行位置查询,15
1649853990-3941,https://github.com/search?l=Java&o=desc&p=4&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,sqmax/springboot-project,这是一个用SpringBoot+JPA打造的基于微信服务号平台的点餐系统的后端，前端是一个使用Vue.js构建的运行于微信公众号的WebApp。前后端完全分离，前后端之间通过RESTful风格的接口相连。,1.2k
1649853765-3155,https://github.com/search?l=Java&o=desc&p=83&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,wudidehuangtiandi/springcloud,springcloud for 奈菲 微服务 鉴权，网关，注册中心，登陆服务，用户信息查询等服务，基于jwt+rsa实现token加密及交互。,3
1649853908-3651,https://github.com/search?l=Java&o=desc&p=33&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,codedrinker/jiuask-server,久问问答微信小程序服务器端,19
1649853942-3775,https://github.com/search?l=Java&o=desc&p=21&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,thestyleofme/common-datax,基于DataX的通用数据同步微服务，一个Restful接口搞定所有通用数据同步,50
1649853781-3211,https://github.com/search?l=Java&o=desc&p=77&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,lichilichi/cloud2020,微服务架构,3
1649853985-3928,https://github.com/search?l=Java&o=desc&p=6&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,funtl/MyShopPlus,MyShopPlus 项目致力于推广并普及 微服务架构 思想，采用全新 服务网格 系统打造电商生态级产品。,553
1649853862-3494,https://github.com/search?l=Java&o=desc&p=49&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,tyxing007/nerver,微服务神经元，目标功能：五层过滤、规则路由、容错、熔断、隔离等功能。,8
1649853781-3215,https://github.com/search?l=Java&o=desc&p=77&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,tardy-bird/log,日志微服务,3
1649853839-3412,https://github.com/search?l=Java&o=desc&p=57&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,moses-keqi/xxl-job-nacos,基于微服务调度,6
1649853756-3127,https://github.com/search?l=Java&o=desc&p=86&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,Fillavacancy/spring-boot-pay,支付服务：支付宝，微信，银联详细 **代码案例** (除银联支付可以测试以外，支付宝和微信支付测试均需要企业认证，个人无法完成测试)，项目启动前请仔细阅读,3
1649853962-3840,https://github.com/search?l=Java&o=desc&p=14&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,smallbeanteng/dubbo-gateway,dubbo-gateway 高性能dubbo网关，提供了http协议到dubbo协议的转换，同时支持REACTIVE或SERVLET类型网关或微服务项目的整合,136
1649853715-2984,https://github.com/search?l=Java&o=desc&p=100&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,brusion/best-cloud-ssm,spring cloud 微服务项目最佳实践,2
1649853990-3945,https://github.com/search?l=Java&o=desc&p=4&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,techa03/goodsKill,?基于springcloud +dubbo构建的模拟秒杀微服务项目，集成了分库分表、elasticsearch?、gateway、mybatis-plus、spring-session等常用开源组件,1.1k
1649853851-3458,https://github.com/search?l=Java&o=desc&p=53&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,CoderDream/wxquan,微信公众平台服务器端工程,7
1649853802-3286,https://github.com/search?l=Java&o=desc&p=70&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,Guiqu1aixi/springboot-parent,入门级微服务实践，完善ing,4
1649853905-3646,https://github.com/search?l=Java&o=desc&p=34&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,eratel/springCloud,SpringCloud练习代码 包含EUREKA FEIGN ZULL HYSTRIX ZULL SPRINGCONFIG TUBINE HYSTRIXDASHBORD 以及通过sidecar 异构非java语言的微服务,18
1649853973-3882,https://github.com/search?l=Java&o=desc&p=10&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,funtl/spring-cloud-netflix-itoken,iToken 项目是基于 Spring Boot + Spring Cloud 的综合练习项目，旨在帮助大家更好的理解和掌握微服务架构思想及相关知识点，为了能够让新人（尚未入行的同学们）了解企业开发中从立项到上线的大概流程，做了一个相…,248
1649853925-3713,https://github.com/search?l=Java&o=desc&p=27&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,PAcee1/xcEduService,学成在线 服务端代码 基于SpringBoot，SpringCloud的微服务大型在线学习平台实现,31
1649853753-3119,https://github.com/search?l=Java&o=desc&p=87&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,lorgine/raptor,拍拍贷微服务rpc框架,2
1649853953-3810,https://github.com/search?l=Java&o=desc&p=17&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,clickstack/MovieApp,全栈微服务演示案例～MovieApp,80
1649853791-3240,https://github.com/search?l=Java&o=desc&p=74&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,zylu/onecard,智慧校园平台，智慧校园系统。SpringCloud微服务校园一卡通系统。包含卡务系统、食堂消费系统、门禁系统、会议预约系统、考勤系统、支付系统、排队叫号系统、手机APP等多个子系统。极简二次开发。,4
1649853908-3652,https://github.com/search?l=Java&o=desc&p=33&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,gromimiss/Whome,微家政-智慧社区家政服务系统,19
1649853834-3397,https://github.com/search?l=Java&o=desc&p=59&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,ztNozdormu/pudding-kernel,布丁微服务核心模块项目基于spring-cloud-alibaba,6
1649853816-3337,https://github.com/search?l=Java&o=desc&p=65&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,tianxiongfang/hdws,hdw-dubbo微服务化开发平台，具有统一授权、认证后台管理系统，其中包含具备用户管理、资源权限管理等多个模块，支持多业务系统并行开发，可以作为后端服务的开发脚手架。代码简洁，架构清晰，适合学习和直接项目中使用。 核心技术采用Spr…,5
1649853962-3844,https://github.com/search?l=Java&o=desc&p=14&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,infowangxin/sc,基于SpringCloud微服务的示例项目、出发点是写一套完整微服务架构、集成有eureka、ribbon、feign、hystrix组件等，消费端有JSP、freemarker、thymeleaf三个版本，有完整的UI、增删改查及分…,121
1649853845-3432,https://github.com/search?l=Java&o=desc&p=55&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,github-zhoukun/micro-service-project,微服务相关项目包含SpringCloud/mq/es,7
1649853947-3790,https://github.com/search?l=Java&o=desc&p=19&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,gui66497/esdatatool,一个多线程备份恢复es索引的微服务,67
1649853814-3327,https://github.com/search?l=Java&o=desc&p=66&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,xiaojieliu7/MicroServiceProject,微服务项目,4
1649853736-3050,https://github.com/search?l=Java&o=desc&p=93&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,Weber83/msclient,微服务调用client，支持对dubbo、springcloud微服务集群的负载均衡调用（Micro-service invoke client，Support for load balancing calls for Dubbo a…,2
1649853736-3053,https://github.com/search?l=Java&o=desc&p=93&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,pengcgithub/platform-springboot-dubbo-soa,dubbo微服务生态,2
1649853930-3736,https://github.com/search?l=Java&o=desc&p=25&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,rickiechina/Spring-Cloud-Full-Demo,Spring Cloud微服务项目完整示例，含Eureka、Zuul、Hystrix、Turbine、Services等等,36
1649853942-3774,https://github.com/search?l=Java&o=desc&p=21&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,gulihua10010/eshop,基于Spring Boot +Dubbo微服务商城系统,50
1649853730-3034,https://github.com/search?l=Java&o=desc&p=95&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,786991884/microservicecloud,springcloud微服务技术栈温故,2
1649853976-3899,https://github.com/search?l=Java&o=desc&p=9&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,petterobam/html2file,收集一系列html转文档的开源插件，做成html页面转文件的微服务集成Web应用，目前包含 html转PDF、html转图片、html转markdown、html转word、excel等等。,265
1649853770-3175,https://github.com/search?l=Java&o=desc&p=81&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,importsource/dbcp,一个对jdbc进行简单封装的微服务数据库访问框架,3
1649853750-3108,https://github.com/search?l=Java&o=desc&p=88&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,alien-lab/activityserver,微信活动报名服务端,2
1649853778-3207,https://github.com/search?l=Java&o=desc&p=78&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,wuxinshui/spring-cloud-samples,spring-cloud 微服务样例,3
1649853956-3825,https://github.com/search?l=Java&o=desc&p=16&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,gem-team/gem,GemFrame是一款基于Java开发的开源的微服务架构，其具有功能强大，稳定高效，代码规范等特性。GemFrame是为企业提供微服务基础架构最全面的解决方案，也是您学习Java微服务平台的最佳学习案例。,83
1649853851-3454,https://github.com/search?l=Java&o=desc&p=53&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,wj20130722/spring-boot-community,基于spring-boot的微服务框架的定时服务,7
1649853745-3085,https://github.com/search?l=Java&o=desc&p=90&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,lucheng/boot,SpringCloud 集成各种组件，快速搭建微服务架构,2
1649853805-3290,https://github.com/search?l=Java&o=desc&p=69&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,zouyx/jbox,java构建微服务常用方法集合,4
1649853865-3501,https://github.com/search?l=Java&o=desc&p=48&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,linhaosheng/WeChatHongBao_Master,微信自动抢红包，目前只适配了6.3.32版本的，在android studio上导入，运行程序后点击开始检测，如果手机没有开启无障碍服务，则会调到设置页面进行打开无障碍服务，该app主要是用到了AccessibilityService…,9
1649853736-3054,https://github.com/search?l=Java&o=desc&p=93&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,AnglIng813/cloud_govern,微服务治理平台,2
1649853811-3315,https://github.com/search?l=Java&o=desc&p=67&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,jayfeihe/JayMircoMall,基于SpringCloud实现的微服务商城Rest API实现,4
1649853781-3210,https://github.com/search?l=Java&o=desc&p=77&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,Mr-LuXiaoHua/dohko-springcloud-example,springcloud微服务example,3
1649853732-3049,https://github.com/search?l=Java&o=desc&p=94&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,innocent12/o2o_recycle,"主要业务为对城市居民生活中产生的资源进行回收,基于微信公众号完成，用于生活服务",2
1649853762-3144,https://github.com/search?l=Java&o=desc&p=84&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,Dreamroute/grator,微服务返回数据集成<br>integration the multi result of micro-service,3
1649853953-3815,https://github.com/search?l=Java&o=desc&p=17&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,itning/shw_server,使用SpringCloud和Spring WebFlux开发的学生作业管理系统服务端，前后端分离项目，微服务架构。支持Docker集群化部署，Redis集群化缓存，文件在线预览 压缩包预览 打包上传下载,78
1649853739-3065,https://github.com/search?l=Java&o=desc&p=92&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,a386572631/MicroProject,微服务框架,2
1649853839-3416,https://github.com/search?l=Java&o=desc&p=57&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,itliusir/ms-base-common,微服务基础common层,6
1649853837-3406,https://github.com/search?l=Java&o=desc&p=58&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,Yal1994/catlover,仿微博的微信小程序<<吸猫场所>>的Springboot服务端,6
1649853802-3287,https://github.com/search?l=Java&o=desc&p=70&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,wave-gbt/micro-service,spring-boot+nginx+lua+redis+eql 微服务测试demo,4
1649853834-3391,https://github.com/search?l=Java&o=desc&p=59&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,happy-coding-cool/happy-code,微服务技术组件,6
1649853756-3120,https://github.com/search?l=Java&o=desc&p=86&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,xuanyangyang/rpc,rpc是一款通讯框架，支持异步通讯、动态扩容、负载均衡、多协议，为你构建微服务提供通讯解决方案,3
1649853947-3796,https://github.com/search?l=Java&o=desc&p=19&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,it-wwh/spring-cloud-gateway-oauth2,我们理想的微服务权限解决方案应该是这样的，认证服务负责认证，网关负责校验认证和鉴权，其他API服务负责处理自己的业务逻辑。安全相关的逻辑只存在于认证服务和网关服务中，其他服务只是单纯地提供服务而没有任何安全相关逻辑。,61
1649853879-3559,https://github.com/search?l=Java&o=desc&p=43&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,Advancedpawn2020/sns,基于黑马程序员的十次方项目的通用社交平台微服务模板，使用SpringBoot+SpringCloud等技术，应用docker容器管理项目，可改作论坛、社区、公司官网等网站应用，包括新闻头条、问答、活动、交友、吐槽六大频道,11
1649853753-3113,https://github.com/search?l=Java&o=desc&p=87&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,julyAndSunday/minitao,minitao是一个的微服务电商系统，基于springboot 2.1.6，spring-cloud-alibaba 2.1.0，整合了mybatis-plus，Redis，kafka，gateway网关，nacos注册中心等技术. …,3
1649853854-3467,https://github.com/search?l=Java&o=desc&p=52&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,damon008/spring-cloud-k8s,利用k8s实现微服务架构设计，包括网关、鉴权、负载均衡、配置管理、熔断、流控等,8
1649853930-3739,https://github.com/search?l=Java&o=desc&p=25&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,somowhere/albedo-cloud,Albedo-cloud是基于albedo的微服务版本，采用spring-cloud/spring-cloud-alibaba,36
1649853791-3244,https://github.com/search?l=Java&o=desc&p=74&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,blovemaple/hura,世界语词典微信公众号/小程序Hura的后端服务。La malanta?a fino de WeChat abonkonto/programeto Hura de Esperanta vortaro. The backend servi…,4
1649853936-3756,https://github.com/search?l=Java&o=desc&p=23&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,wellzhi/springboot-activiti,采用springboot2.0.5+activiti6.0.0搭建工作流微服务项目，对activiti6做了简单封装，使用起来更加方便，并对外提供了restful风格的接口。,44
1649853825-3360,https://github.com/search?l=Java&o=desc&p=62&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,chen56/firebats,基于分布式event bus的 java微服务基础结构。,5
1649853874-3534,https://github.com/search?l=Java&o=desc&p=45&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,yaoyuanyy/microservice-comb,本项目产生的意义就是为了收集和展示服务的调用关系，特别是服务中接口的调用关系。带来的价值为很好的避免了以往只能通过RD人工头脑的记忆，要知道记忆是会减退的。所以利于准备评估后续需求开发涉及的影响面。 从而维护项目上线的稳定，增强服务可…,10
1649853857-3478,https://github.com/search?l=Java&o=desc&p=51&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,lvmoney/lvmoney-frame-parent,分布式微服务后台常用技术完全整合架构。基于java springboot springcloud ，通过maven依赖简单的引入即可使用各种常用技术。支持本地开发测试，nacos，k8s(istio)环境,8
1649853942-3778,https://github.com/search?l=Java&o=desc&p=21&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,Jasonandy/springboot-wx,"?微信小程序-基于SpringBoot的实现Maven聚合,分为core核心模块,service服务模块，gateway对外网关模块，目前已经实现Shrio鉴权jwt监控鉴权,为小程序提供统一规范接口，以及小程序配套后台.",50
1649853785-3225,https://github.com/search?l=Java&o=desc&p=76&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,MarsMuse/ArtisanCloud,SpringCloud微服务框架搭建,3
1649853857-3479,https://github.com/search?l=Java&o=desc&p=51&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,gongtengxinyi/monitor-parent,spring-boot ssm框架整合 dubbo redis mybatis分库分表 微服务体系 前后端分离 vue-js websocket mq redis mongodb各种中间件集合,8
1649853848-3449,https://github.com/search?l=Java&o=desc&p=54&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,itlaonong/weixin-xposed-server,微信http服务器形式的xposed模块，提供http api，让你可以控制微信主动发送消息,7
1649853831-3381,https://github.com/search?l=Java&o=desc&p=60&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,szhjw/zheng,基于Spring+SpringMVC+Mybatis分布式敏捷开发系统架构，提供整套公共微服务服务模块：内容管理、支付中心、用户管理（包括第三方）、微信平台、存储系统、配置中心、日志分析、任务和通知等，支持服务治理、监控和追踪，努力为…,6
1649853721-3009,https://github.com/search?l=Java&o=desc&p=98&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,aditum-stack/Aditum-Cloud,Spring Cloud Center for Aditum. Aditum微服务架构中心.,2
1649853979-3906,https://github.com/search?l=Java&o=desc&p=8&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,zhangdaiscott/jeewx,JAVA版免费微信管家系统。支持微信公众号、微信企业号、支付宝服务窗等多触点管理。Jeewx实现了微信、支付窗、微信企业号的基础管理功能，便于用户二次开发。2014年荣获CSDN开发商大会第一名,376
1649853950-3805,https://github.com/search?l=Java&o=desc&p=18&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,WenDev/spring-boot-istio-demo,使用Spring Boot+gRPC构建微服务并部署到Istio的示例项目。,70
1649853879-3553,https://github.com/search?l=Java&o=desc&p=43&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,qicaiqiang/corp-cloud,基于Spring-cloud搭建的一套微服务框架，为开源贡献一份薄利,11
1649853842-3424,https://github.com/search?l=Java&o=desc&p=56&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,xiaoshuaishuai319/xai,人工智能可视化管理系统。小帅一点资讯微信小程序后台服务。基于bootdo更改的SpringMVC版本 人工智能可视化管理系统。小帅一点资讯微信小程序后台服务。基于bootdo更改的SpringMVC版本 A visual manage…,7
1649853925-3719,https://github.com/search?l=Java&o=desc&p=27&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,CONTINUE12/PMP,基于微服务架构，包括网上预约挂号业务和肺癌风险评估业务，旨在缓解挂号难、看病难的就医难题。应用技术：后端：Spring Boot、Spring Cloud(Feign，GateWay)、Nacos、MybatisPlus、MySQL、…,30
1649853874-3532,https://github.com/search?l=Java&o=desc&p=45&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,greysonOuyang/ad-system-spring-cloud,基于SpringCloud的微服务在线DSP广告系统,10
1649853947-3794,https://github.com/search?l=Java&o=desc&p=19&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,leader-us/Kubernetes_eShop,基于Spring boot的微服务架构电商系统（学习使用）,61
1649853767-3165,https://github.com/search?l=Java&o=desc&p=82&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,windwant/spring-grpc-service,基于spring-boot、grpc、zookeeper的分布式微服务架构,3
1649853925-3717,https://github.com/search?l=Java&o=desc&p=27&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,lhy1234/springcloud-security,springcloud security。微服务安全,30
1649853985-3927,https://github.com/search?l=Java&o=desc&p=6&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,dyc87112/SpringCloudBook,《Spring Cloud微服务实战》配套示例代码,556
1649853730-3037,https://github.com/search?l=Java&o=desc&p=95&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,youngDonkey98/SpringCloud-Alibaba-Demo,springcloud-alibaba&微服务相关demo,2
